"variable","date","soil_res","soil_veg","res_veg","soil_other"
"B02","2018-04",0.453047503135707,2.14762852972435,2.89771192915856,0.401030371254972
"B03","2018-04",0.717684615402966,1.46581290236416,2.40449713548292,0.082297566436944
"B04","2018-04",0.387316276740763,3.02789027215816,3.61133846185205,0.598621620434913
"B08","2018-04",1.59472548627798,3.58055520366507,2.2120114220723,1.57771148076695
"B05","2018-04",0.743530347105839,1.639732804239,2.69724996456322,0.133102355530289
"B06","2018-04",1.4264906442202,3.05399390127768,1.79572645720921,1.56962535678666
"B07","2018-04",1.55563759923029,3.4938702184028,2.16612350897571,1.55018849508943
"B11","2018-04",0.548492882997264,2.72796444158804,3.2012318813424,0.509039992798168
"B12","2018-04",0.148049978889724,4.3936409451838,3.82941134720164,1.02823975509499
"B8A","2018-04",1.65298470779185,3.65418594681825,2.25353021461211,1.60116523301168
"VH","2018-04",0.506639966076544,2.13737082224176,1.72590528327185,0.956312284252496
"VV","2018-04",0.0671502391682015,0.234081358039719,0.176436954694381,0.126374494142255
"VH_mean","2018-04",0.68415965497341,2.83159865864468,2.02367034110616,1.12055287744592
"VH_variance","2018-04",0.633162972889348,2.78724869532058,1.99836096002982,1.08253538024424
"VH_homogeneity","2018-04",0.37665890311199,0.105967109306246,0.557082859088676,0.206447745023466
"VH_contrast","2018-04",0.289785854177397,0.297852139657686,0.563845384363308,0.0881892149429767
"VH_dissimilarity","2018-04",0.357863300794279,0.204097045738107,0.60173536079916,0.159623236100951
"VH_entropy","2018-04",0.391383754931946,0.0623254727177685,0.401318864505398,0.280879829165771
"VH_second_moment","2018-04",0.395304432096176,0.153178285746481,0.314143991111371,0.322471830015395
"VH_correlation","2018-04",NA,NA,NA,NA
"VV_mean","2018-04",0.0857546265140393,0.273670588098334,0.198423057740678,0.151134946305702
"VV_variance","2018-04",0.0870561012406845,0.297729313765258,0.217100029161028,0.160223495866341
"VV_homogeneity","2018-04",0.0340729803048513,0.194440110375127,0.251295528955474,0.0508741677225873
"VV_contrast","2018-04",0.0361307128421955,0.128013157071392,0.100069159402984,0.0696809728507816
"VV_dissimilarity","2018-04",0.00280202784664723,0.172789290477371,0.193867917999379,0.0616874887259386
"VV_entropy","2018-04",0.0782329033173211,0.255808756920104,0.348886070257685,0.047703490179204
"VV_second_moment","2018-04",0.121753682262762,0.256842109705358,0.418902398852217,0.0284039475943072
"VV_correlation","2018-04",NA,NA,NA,NA
"VH_buff","2018-04",0.874843149791813,2.79467117331608,2.05881673317396,1.28230290798366
"VV_buff","2018-04",0.0284230094510907,0.285833336228583,0.268060650317413,0.12583769571744
"RVI","2018-04",0.318812733588134,1.56197476109623,1.36587599348013,0.712238681476699
"RVI_buff","2018-04",0.696351359348945,2.34027781903253,2.19502191716054,1.15888244346592
"BSI","2018-04",1.04449741605292,4.95316461945985,3.49181465364493,1.30698276619431
"NBR2","2018-04",2.26537519601446,7.12980972617153,3.96503605760589,1.84102669878579
"MSAVI2","2018-04",1.56151730762599,9.05362770398027,4.66423377220998,1.63933490864372
"BSI8A","2018-04",1.08909705014139,5.05044223850547,3.55552482074124,1.31092646910668
"MSAVI8A","2018-04",1.45802761079788,8.60709126903615,4.6691919236778,1.61559425555811
"B02","2020-04",0.802897403278537,1.18793445990259,1.85626359056502,0.000978037407259318
"B03","2020-04",0.970400908713295,0.67845129601532,1.57650911684279,0.273157199607547
"B04","2020-04",0.665912758115683,1.82367271853061,2.39262710463948,0.294963743849304
"B08","2020-04",1.96155595213991,3.20918421310674,1.23610038587876,2.06264132954374
"B05","2020-04",1.19309075033893,0.459958550220204,1.66969843103361,0.449286862900694
"B06","2020-04",1.72892853173141,2.85065584142597,0.941035031559438,1.96801464442673
"B07","2020-04",1.84905945289885,3.11693941775526,1.22462008504137,1.9884116468834
"B11","2020-04",0.88258730095778,1.2697083360139,1.8919133182668,0.0948220542841689
"B12","2020-04",0.129303182294321,2.70117184278462,2.17581464180825,0.943735376626011
"B8A","2020-04",2.05693104065743,3.30570465215141,1.27664241874182,2.13392781504819
"VH","2020-04",0.517059694207564,1.06737645917943,0.677930543295366,0.772597957723887
"VV","2020-04",0.0630811412762774,0.0252883232534954,0.0335397838697162,0.0454464905077267
"VH_mean","2020-04",0.68260811463799,1.55073771378987,0.832133724068303,1.00430425563977
"VH_variance","2020-04",0.628455929932944,1.48883023777913,0.816644497804871,0.949502308257252
"VH_homogeneity","2020-04",0.182293169707835,0.143706950404226,0.0475533436936076,0.172438231467246
"VH_contrast","2020-04",0.0259841780404914,0.16605320869251,0.188525650461759,0.0562461045148085
"VH_dissimilarity","2020-04",0.102370239859482,0.0233117681850696,0.138710986940082,0.0489308784593187
"VH_entropy","2020-04",0.260837899429092,0.306624624163993,0.0744803794563437,0.300110766690896
"VH_second_moment","2020-04",0.307501503143284,0.35078085621058,0.0970134961582727,0.356488966277068
"VH_correlation","2020-04",NA,NA,NA,NA
"VV_mean","2020-04",0.0470307241216474,0.0174553103392455,0.0252413269795088,0.0329161269059119
"VV_variance","2020-04",0.0468932158228445,0.00866658275420254,0.0335108513819373,0.0289579704868512
"VV_homogeneity","2020-04",0.0462179258088285,0.100059490943833,0.0526751391115548,0.0691610278478623
"VV_contrast","2020-04",0.0929796392339584,0.119478384417978,0.0319714039195586,0.105962480503756
"VV_dissimilarity","2020-04",0.0730818683404617,0.1159032836773,0.0448895685874111,0.0919702433806033
"VV_entropy","2020-04",0.0699644175516631,0.216067799254248,0.14378417533024,0.133037214420421
"VV_second_moment","2020-04",0.0538600205591617,0.202453776280857,0.14337323465901,0.118148999646064
"VV_correlation","2020-04",NA,NA,NA,NA
"VH_buff","2020-04",0.850259467567345,1.82570220078476,0.993066216932574,1.21769338862459
"VV_buff","2020-04",0.0573630508853387,0.0152779307396111,0.0319732005368573,0.0360688608674919
"RVI","2020-04",0.50768643856171,1.01551191331474,0.553372362866545,0.729660292821679
"RVI_buff","2020-04",0.988604987855045,2.1277866550481,1.25559289885553,1.41357417856303
"BSI","2020-04",2.2886409504588,3.76434396340956,2.19115404738326,1.65977211763386
"NBR2","2020-04",2.32195496429607,5.06615281019765,1.81332427781382,2.39234890441867
"MSAVI2","2020-04",2.80729196812421,6.91494027620044,3.38093590307492,2.19240536215158
"BSI8A","2020-04",2.54274176785324,3.844472608763,2.22898575341487,1.67042474638302
"MSAVI8A","2020-04",2.35421027002835,6.4394826981475,3.36119745198803,2.12128426637467
"B02","2020-09",0.976306990166023,1.2777178063451,2.34653608436319,0.308703708659952
"B03","2020-09",1.04745366500737,0.652224854070145,1.79075646904085,0.537546059689672
"B04","2020-09",0.806195436219274,1.98985483293743,2.76441577310517,0.0381798547700887
"B08","2020-09",1.7084265819732,2.8693128038814,1.23748242789848,1.73877112441755
"B05","2020-09",1.09336624907416,0.730823379125362,1.89071310175782,0.54334635653437
"B06","2020-09",1.57776864071275,2.48141137586087,0.974126929770356,1.65252164477323
"B07","2020-09",1.66792625297001,2.89309940457231,1.30281957028995,1.70228733488107
"B11","2020-09",1.17218429167552,1.43321578680741,2.53600102456961,0.332130222112777
"B12","2020-09",0.3500603779908,3.09538765787184,2.83764885120212,0.438973299924365
"B8A","2020-09",1.79405368434604,3.04799819077082,1.31786820803243,1.81182305448812
"VH","2020-09",0.176209636921609,1.40199728081768,1.35140654826203,0.472846500354115
"VV","2020-09",0.20455881340929,0.466548284934203,0.621183469101248,0.0341441091775681
"VH_mean","2020-09",0.142791617990977,1.81354645761275,1.65766457406675,0.522102947808359
"VH_variance","2020-09",0.143978714691897,1.7814525620427,1.6239109653249,0.517065165786489
"VH_homogeneity","2020-09",0.0464868030924853,0.758654441049647,0.855057857799032,0.158799193650809
"VH_contrast","2020-09",0.0121981460761593,0.769675869558875,0.789472211462407,0.199359088064474
"VH_dissimilarity","2020-09",0.0141263576002382,0.81627703562938,0.879849085521931,0.193882497550897
"VH_entropy","2020-09",0.0401838953798921,0.63850275893694,0.737381263245035,0.13769357722415
"VH_second_moment","2020-09",0.0915949123194766,0.490936182298045,0.673977196522321,0.0671409813220891
"VH_correlation","2020-09",NA,NA,NA,NA
"VV_mean","2020-09",0.229296169081009,0.561283071730829,0.745002316306303,0.0227859771356163
"VV_variance","2020-09",0.206989756385032,0.542499200487136,0.711178892818609,0.0117583157607953
"VV_homogeneity","2020-09",0.140237536286849,0.0210677205425595,0.115364409276946,0.110747581594367
"VV_contrast","2020-09",0.0356705388296414,0.0712825556625941,0.0316351102044543,0.044256098024712
"VV_dissimilarity","2020-09",0.0956473022821311,0.0486087924995658,0.0471314543786974,0.0838338119294414
"VV_entropy","2020-09",0.140631049922991,0.0273519875143975,0.105520738568835,0.112988099444697
"VV_second_moment","2020-09",0.175764974100138,0.025717498424606,0.17030829648327,0.128131782877957
"VV_correlation","2020-09",NA,NA,NA,NA
"VH_buff","2020-09",0.118403493691496,2.17380749481933,1.9830146609226,0.565418083310836
"VV_buff","2020-09",0.334039640154564,0.634861963138391,0.839603621252881,0.0804173529135467
"RVI","2020-09",0.319047766368374,1.11119468231975,0.809103466371772,0.511369024874804
"RVI_buff","2020-09",0.54184296469206,2.19591941873931,1.36789658753635,0.860241581253269
"BSI","2020-09",1.00003243968464,4.4719329392462,2.93680773294415,1.21259156487408
"NBR2","2020-09",1.60765860918593,5.57100916744547,2.29320087241641,1.78517079974971
"MSAVI2","2020-09",1.68005895232584,7.17442523258222,3.9078321060282,1.52610107596761
"BSI8A","2020-09",1.08301564231695,4.78816279428903,3.08951521575872,1.22918747725327
"MSAVI8A","2020-09",1.38945143187051,6.76166966243615,4.03470743403336,1.47419331062881
"B02","2022-02",0.373375943358176,0.0196046551502953,0.376180338778718,0.187626595599397
"B03","2022-02",0.531321006020521,0.845734379989445,0.0818706908951288,0.623489773934924
"B04","2022-02",0.271937541143671,1.08865628513957,0.992880017295632,0.242172091729831
"B08","2022-02",1.18027121343852,2.4012407580771,1.65892051502417,1.30877731374698
"B05","2022-02",0.648233747972151,1.01655061083772,0.0561934391543556,0.743152563500572
"B06","2022-02",1.23433816406954,2.49097555630502,1.67415290026529,1.36285931321075
"B07","2022-02",1.22930089030212,2.39992327851585,1.66818145074273,1.31425512692025
"B11","2022-02",0.124973349087934,0.541553894900021,0.273480188484307,0.286250295115538
"B12","2022-02",0.651805599479727,1.94922693156813,1.08994807833425,1.15334948755293
"B8A","2022-02",1.12681090595039,2.40829386533768,1.66835066913581,1.29750898648028
"VH","2022-02",0.288618877323537,0.0737010719562393,0.197731544862019,0.181960059284508
"VV","2022-02",0.485922479025312,0.556826970728714,0.096511273658241,0.524417009776738
"VH_mean","2022-02",0.322660230027625,0.100007820189718,0.18457224242154,0.205031207975729
"VH_variance","2022-02",0.288286478408133,0.0888328567973918,0.169247815471645,0.184415906599009
"VH_homogeneity","2022-02",0.0843770783828546,0.0463349838429878,0.0360630570080743,0.0652297938689682
"VH_contrast","2022-02",0.159192768705423,0.0379297935692072,0.126481214397654,0.103721025572974
"VH_dissimilarity","2022-02",0.14237540725407,0.0521583923140801,0.0891421132344661,0.0993262116012092
"VH_entropy","2022-02",0.0452103030498247,0.0391212555226448,0.00846101777947662,0.0411074651224311
"VH_second_moment","2022-02",0.122113033297074,0.0665972373761973,0.061029105845148,0.0930841618249002
"VH_correlation","2022-02",NA,NA,NA,NA
"VV_mean","2022-02",0.643804788927852,0.756883394169958,0.146464191330658,0.696991790694334
"VV_variance","2022-02",0.588561224806903,0.697260396456009,0.129676483776985,0.643003502805299
"VV_homogeneity","2022-02",0.0329801546309802,0.0224196866753342,0.010740144289206,0.0281007741389648
"VV_contrast","2022-02",0.144084573304912,0.0634769758115762,0.0846381526315809,0.108208240334655
"VV_dissimilarity","2022-02",0.0660015620278159,0.0184934489644886,0.0487144553113423,0.0439860111879046
"VV_entropy","2022-02",0.000453083541846202,0.00467809237135063,0.0041410952133555,0.00244791517892492
"VV_second_moment","2022-02",0.00276391253198718,0.0139352125394449,0.0114166868772067,0.00817817970745948
"VV_correlation","2022-02",0.0989733370313683,0.0781224484682802,0.0847251485663779,0.0667903206088789
"VH_buff","2022-02",0.374433852821036,0.0830510248514446,0.208221621081994,0.208139297084059
"VV_buff","2022-02",0.810068829171251,1.23787192226455,0.516362479053415,0.990956100339308
"RVI","2022-02",0.242311408552481,0.460018676510271,0.220467660795882,0.344965450010279
"RVI_buff","2022-02",0.499808488334432,1.26967097547863,0.73689373156799,0.820361616872028
"BSI","2022-02",1.68631480202401,2.74796016319691,1.91141701870121,1.45493945142272
"NBR2","2022-02",1.51480199552281,3.27964506336742,2.13620453538279,1.81119894372183
"MSAVI2","2022-02",1.60442985551855,3.91771965949415,2.55779961240934,1.61319102532491
"BSI8A","2022-02",1.72172524523398,2.75149158895443,1.93785491242242,1.44463107239092
"MSAVI8A","2022-02",1.42116936751025,3.83036224697519,2.56273803482777,1.55726183346133
"B02","2022-08",1.71631020413342,1.1981900139028,2.37996769776177,0.773182522291647
"B03","2022-08",1.75259407773747,0.317057549444194,1.75531253254257,1.01791794953554
"B04","2022-08",1.63459395096239,1.77068703207681,2.61102544602728,0.673368668460726
"B08","2022-08",1.74250220050597,2.78947052461011,0.931979020539764,1.68259054479355
"B05","2022-08",1.68625409648418,0.302346808204082,1.66633053388921,0.99830052457495
"B06","2022-08",1.83045429495513,2.35801966461481,0.610574169220752,1.71678169103264
"B07","2022-08",1.79200177399263,2.78776265957244,1.03814904030141,1.6869800951336
"B11","2022-08",1.24750016363415,2.87986452283744,3.11155271291216,0.234209107883925
"B12","2022-08",0.55430229563507,5.56754129168234,4.64930509429964,0.820538699552273
"B8A","2022-08",1.71238494778631,2.86610247216219,0.915653700693171,1.68056242512786
"VH","2022-08",0.122531640048345,1.84399897785867,1.73042421268069,0.237131406093935
"VV","2022-08",0.350620366116672,0.766854882988261,0.957352026719291,0.10186539884126
"VH_mean","2022-08",0.12680258881017,2.46869144441833,2.47003048704389,0.335608082782939
"VH_variance","2022-08",0.108940562347552,2.35912182519261,2.42178432753476,0.341917970659643
"VH_homogeneity","2022-08",0.0818007990589382,0.865900259396633,0.819811906271766,0.260122016890427
"VH_contrast","2022-08",0.109289991008076,1.03442226019936,0.984853230513655,0.313407012399661
"VH_dissimilarity","2022-08",0.100190596969685,1.02834988200887,1.00188600276565,0.308000749046176
"VH_entropy","2022-08",0.0130085661495701,0.603992590093429,0.614934929108834,0.129946787496023
"VH_second_moment","2022-08",0.0243622137002478,0.492582800556627,0.445363942250478,0.130454663390856
"VH_correlation","2022-08",NA,NA,NA,NA
"VV_mean","2022-08",0.395238610001446,0.881239136058017,1.08749066789555,0.100146478048256
"VV_variance","2022-08",0.370996630765738,0.863858439105576,1.07034441777649,0.0845606068906524
"VV_homogeneity","2022-08",0.326673484105412,0.0968813209250488,0.227835397570087,0.271229659512902
"VV_contrast","2022-08",0.205513225732292,0.0548523599246993,0.251231779604993,0.139122630739994
"VV_dissimilarity","2022-08",0.281012786038807,0.0258027566656375,0.246981772920993,0.217787261336707
"VV_entropy","2022-08",0.30716829828365,0.0718013987938428,0.235707077179135,0.253071516958442
"VV_second_moment","2022-08",0.284760857531059,0.0663794866256644,0.220789762145,0.235794143590559
"VV_correlation","2022-08",NA,0.0955667191114548,NA,NA
"VH_buff","2022-08",0.245777495697768,3.26739674272429,2.88505354791589,0.308851083921105
"VV_buff","2022-08",0.449416781778874,1.02118533861475,1.24854770780238,0.105263230095556
"RVI","2022-08",0.172341770564479,1.04928685729617,0.793385409960258,0.350363394270915
"RVI_buff","2022-08",0.300906171809211,2.44415962700475,1.82996698004136,0.618507081669584
"BSI","2022-08",1.74697742939996,5.0627371258399,4.95306896269808,0.984912353022823
"NBR2","2022-08",2.12088386021754,5.63234312795751,1.21380831724553,2.21780798033264
"MSAVI2","2022-08",0.230592837657337,6.98814308663518,6.12663022653275,0.683542766797988
"BSI8A","2022-08",1.74764829711426,5.24049461703744,5.1203079611767,0.977422895362917
"MSAVI8A","2022-08",0.118430572072435,7.03135209208856,5.98999392034456,0.650958404744399
"B02","2023-04",0.142010466840873,2.11533920855088,2.87320184198329,0.394591522257094
"B03","2023-04",0.460779467195981,1.31371523954043,2.11166229108118,0.0143104291202345
"B04","2023-04",0.0530955487074829,2.80999097765201,3.48826400913199,0.547993031869408
"B08","2023-04",1.43312923986555,3.36266414977096,2.25560054646098,1.31051845567057
"B05","2023-04",0.71096990984003,1.22265936186088,2.23111164878048,0.165831796952581
"B06","2023-04",1.34535996228542,3.04730336167262,2.01017682440995,1.31996184963388
"B07","2023-04",1.41426882112077,3.39711827140598,2.32175446859041,1.2945336239952
"B11","2023-04",0.159223458607173,2.53122358114243,2.83848739520274,0.428572248064123
"B12","2023-04",0.705365406935396,3.82418355389479,3.33640085488108,1.12409710875964
"B8A","2023-04",1.44518213459204,3.35657418434258,2.20533066674911,1.32740737126591
"VH","2023-04",0.57428184652042,1.40109463667702,1.11412040986088,0.798411722005906
"VV","2023-04",0.0611481216054121,0.150084623058914,0.104393911642492,0.0847150788083108
"VH_mean","2023-04",0.719129253900639,2.22751567059824,1.5374871811587,1.00462423726459
"VH_variance","2023-04",0.680668213490896,2.11509637338287,1.45386215991758,0.958683978073007
"VH_homogeneity","2023-04",0.364714799533105,0.368693751765861,0.0343959128526947,0.383498840992954
"VH_contrast","2023-04",0.185946547859698,0.00702988271093466,0.20640594351515,0.137921314838094
"VH_dissimilarity","2023-04",0.289466888787947,0.19177253862724,0.106254007852609,0.271798220083464
"VH_entropy","2023-04",0.463087252293407,0.463686420442506,0.0647013378504349,0.498447308939674
"VH_second_moment","2023-04",0.465942194277987,0.48345826373468,0.140881400244669,0.513276433001645
"VH_correlation","2023-04",NA,NA,NA,NA
"VV_mean","2023-04",0.0668040863055418,0.193575820885526,0.150866052639802,0.100806338119054
"VV_variance","2023-04",0.0595660457848819,0.189178989265622,0.151448182843202,0.0945034815401738
"VV_homogeneity","2023-04",0.0540580083058407,0.127553857028953,0.0834383232313691,0.0740221684996346
"VV_contrast","2023-04",0.109677774228654,0.108201813821995,0.000648852593936885,0.111163973501308
"VV_dissimilarity","2023-04",0.0930377868141891,0.119108349643079,0.0319693508535193,0.100961466282536
"VV_entropy","2023-04",0.0867323903999394,0.0924165703983617,0.19876920584113,0.0369451008325009
"VV_second_moment","2023-04",0.128308418740246,0.101325210454667,0.267435582573519,0.0595382567805986
"VV_correlation","2023-04",NA,NA,NA,NA
"VH_buff","2023-04",0.984544419191424,2.30440124910049,1.90483918722121,1.2732078965937
"VV_buff","2023-04",0.0998892913067436,0.251824031699851,0.19345114683,0.139756253037891
"RVI","2023-04",0.433173560922404,1.06442477900333,0.681136388197656,0.584747149572044
"RVI_buff","2023-04",0.916513172779159,2.06640515921925,1.23281627223647,1.10933050303759
"BSI","2023-04",1.47689475846314,5.54043813172085,3.99271843845299,1.21064016498798
"NBR2","2023-04",2.59537667268702,6.97941866910189,3.16052710899737,2.21519631112979
"MSAVI2","2023-04",2.32583543511153,8.21503021206902,4.54778723130336,1.64889204968986
"BSI8A","2023-04",1.52202380881387,5.61855590418654,3.99641747069696,1.20946420622298
"MSAVI8A","2023-04",2.07549845225913,7.54991442334568,4.50539154792603,1.60995790808364
